DDL_NAME|ENTITY_NAME|ELEMENT_NAME|BASE_OBJECT|BASE_FIELD|IS_CALCULATED
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NOFURTHEROPWORKQUANTITY3ISEXPD|AFVC|LEK03|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NOFURTHEROPWORKQUANTITY4ISEXPD|AFVC|LEK04|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NOFURTHEROPWORKQUANTITY5ISEXPD|AFVC|LEK05|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NOFURTHEROPWORKQUANTITY6ISEXPD|AFVC|LEK06|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NUMBEROFCAPACITIES|AFVC|ANZZL|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NUMBEROFCONFIRMATIONSLIPS|AFVC|RSANZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NUMBEROFEMPLOYEES|AFVC|ANZMA|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NUMBEROFOPERATIONCONFIRMATIONS|AFVC|RMZHL|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NUMBEROFOPERATIONPRICEUNITS|AFVC|PEINH|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|NUMBEROFTIMETICKETS|AFVC|LOANZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OBJECTINTERNALID|AFVC|OBJNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALEXECUTIONENDDATE|AFVV|IEDD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALEXECUTIONENDTIME|AFVV|IEDZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALEXECUTIONSTARTDATE|AFVV|ISDD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALEXECUTIONSTARTTIME|AFVV|ISDZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALPROCESSINGENDDATE|AFVV|IEBD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALPROCESSINGENDTIME|AFVV|IEBZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALPROCESSINGSTARTDATE|AFVV|ISBD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALPROCESSINGSTARTTIME|AFVV|ISBZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALSETUPENDDATE|AFVV|IERD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALSETUPENDTIME|AFVV|IERZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALTEARDOWNSTARTDATE|AFVV|ISAD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPACTUALTEARDOWNSTARTTME|AFVV|ISAZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPCONFIRMEDWORKQUANTITY1|AFVV|ISM01|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPCONFIRMEDWORKQUANTITY2|AFVV|ISM02|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPCONFIRMEDWORKQUANTITY3|AFVV|ISM03|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPCONFIRMEDWORKQUANTITY4|AFVV|ISM04|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPCONFIRMEDWORKQUANTITY5|AFVV|ISM05|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPCONFIRMEDWORKQUANTITY6|AFVV|ISM06|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONCONFIRMATION|AFVC|RUECK|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONCONFIRMEDENDDATE|AFVV|IEAVD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONCONFIRMEDREWORKQTY|AFVV|RMNGA|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONCONFIRMEDSTARTDATE|AFVV|ISAVD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONCONTROLPROFILE|AFVC|STEUS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONHASLONGTEXT|I_MANUFACTURINGORDEROPERATION|OPERATIONHASLONGTEXT|X
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONIMPORTANCE|AFVC|NPRIO|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONISTOBEDELETED|AFVC|LOEKZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONOVERLAPPINGISPOSSIBLE|AFVC|UEKAN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONOVERLAPPINGISREQUIRED|AFVC|UEMUS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONREFERENCEQUANTITY|AFVV|BMSCH|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSCRAPPERCENT|AFVC|AUFAK|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSETUPGROUP|AFVC|RFSCH|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSETUPGROUPCATEGORY|AFVC|RFGRP|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSETUPTYPE|AFVC|RASCH|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSISALWAYSOVERLAPPING|AFVC|FLIES|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSPLITISREQUIRED|AFVC|SPMUS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSTANDARDDURATION|AFVV|DAUNO|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSTANDARDDURATIONUNIT|AFVV|DAUNE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONSTANDARDTEXTCODE|AFVC|KTSCH|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONTRACKINGNUMBER|AFVC|BEDNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERATIONUNIT|AFVV|MEINH|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERLSTSCHEDLDEXECENDDTE|AFVV|FSEDD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERLSTSCHEDLDEXECENDTME|AFVV|FSEDZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERLSTSCHEDLDEXECSTRTDTE|AFVV|FSAVD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERLSTSCHEDLDEXECSTRTTME|AFVV|FSAVZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERLSTSCHEDLDPROCGSTRTDTE|AFVV|FSSBD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERLSTSCHEDLDPROCGSTRTTME|AFVV|FSSBZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERLSTSCHEDLDTRDWNSTRTDTE|AFVV|FSSAD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPERLSTSCHEDLDTRDWNSTRTTME|AFVV|FSSAZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPEXTERNALPROCESSINGCURRENCY|AFVC|WAERS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPEXTERNALPROCESSINGPRICE|AFVC|PREIS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPLTSTSCHEDLDEXECENDDTE|AFVV|SSEDD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPLTSTSCHEDLDEXECENDTME|AFVV|SSEDZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPLTSTSCHEDLDEXECSTRTDTE|AFVV|SSAVD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPLTSTSCHEDLDEXECSTRTTME|AFVV|SSAVZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPLTSTSCHEDLDPROCGSTRTDTE|AFVV|SSSBD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPLTSTSCHEDLDPROCGSTRTTME|AFVV|SSSBZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPLTSTSCHEDLDTRDWNSTRTDTE|AFVV|SSSAD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPLTSTSCHEDLDTRDWNSTRTTME|AFVV|SSSAZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDPROCESSINGDURN|AFVV|BEARZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDPROCESSINGDURNUNIT|AFVV|BEAZE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDSCRAPQUANTITY|AFVV|ASVRG|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDSETUPDURN|AFVV|RUEST|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDSETUPDURNUNIT|AFVV|RSTZE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDTEARDOWNDURN|AFVV|ABRUE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDTEARDOWNDURNUNIT|AFVV|ARUZE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDTOTALQUANTITY|AFVV|MGVRG|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPPLANNEDYIELDQUANTITY|I_MANUFACTURINGORDEROPERATION|OPPLANNEDYIELDQUANTITY|X
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPQTYTOBASEQTYDNMNTR|AFVV|UMREN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPQTYTOBASEQTYNMRTR|AFVV|UMREZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPSCHEDLDREDUCTIONLEVEL|AFVC|RSTUF|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPTOTALCONFIRMEDSCRAPQTY|AFVV|XMNGA|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPTOTALCONFIRMEDYIELDQTY|AFVV|LMNGA|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPTOTCONFDYIELDQTYINORDQTYUNIT|AFVV|GMNGA|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPWORKQUANTITYUNIT1|AFVV|ILE01|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPWORKQUANTITYUNIT2|AFVV|ILE02|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPWORKQUANTITYUNIT3|AFVV|ILE03|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPWORKQUANTITYUNIT4|AFVV|ILE04|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPWORKQUANTITYUNIT5|AFVV|ILE05|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OPWORKQUANTITYUNIT6|AFVV|ILE06|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|ORDERINTBILLOFOPITEMOFPHASE|AFVC|PVZKN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|ORDEROPERATIONINTERNALID|AFVC|APLZL|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OVERLAPMINIMUMDURATION|AFVV|ZMINU|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OVERLAPMINIMUMDURATIONUNIT|AFVV|ZEIMU|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|OVERLAPMINIMUMTRANSFERQTY|AFVV|MINWE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PERSONNEL|AFVC|PERNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PLANNEDBREAKDURATION|AFVV|ZMERH|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PLANNEDDELIVERYDURATION|AFVV|PLIFZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PLANT|AFVC|WERKS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PRODUCEOPACTYNTWKINSTANCE|AFVC|OAN_INST_ID_PRODUCE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PRODUCTCONFIGURATION|AFKO|CUOBJ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PRODUCTIONSUPERVISOR|AFKO|FEVOR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PRODUCTIONUNIT|AFKO|GMEIN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PROFITCENTER|AFVC|PRCTR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASEORDER|AFVC|EBELN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASEORDERITEM|AFVC|EBELP|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASEOUTLINEAGREEMENT|AFVC|EBELN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASEOUTLINEAGREEMENTITEM|AFVC|EBELP|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASEREQUISITION|AFVC|BANFN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASEREQUISITIONITEM|AFVC|BNFPO|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASEREQUISITIONPLNDDLVDURN|AFVV|PLIFZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASINGGROUP|AFVC|EKGRP|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASINGINFORECORD|AFVC|INFNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASINGINFORECORDCATEGORY|AFVC|ESOKZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURCHASINGORGANIZATION|AFVC|EKORG|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURGINFORECDDATAISFIXED|AFVC|KZFIX|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|PURGINFORECNONSTOCKITMSORTTERM|AFVC|SORTL|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|REQUESTINGCOSTCENTER|AFVC|ANFKO|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|RESPONSIBLEPLANNERGROUP|AFKO|PLGRP|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDLDFCSTDEARLIESTENDDATE|AFVV|FPEDD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDLDFCSTDEARLIESTENDTIME|AFVV|FPEDZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDLDFCSTDEARLIESTSTARTDATE|AFVV|FPAVD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDLDFCSTDEARLIESTSTARTTIME|AFVV|FPAVZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDLDFCSTDLATESTENDTIME|AFVV|SPEDZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDLDFCSTDLATESTSTARTTIME|AFVV|SPAVZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDULEDMOVEDURATION|AFVV|TRANZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDULEDMOVEDURATIONUNIT|AFVV|TRAZE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDULEDQUEUEDURATION|AFVV|WARTZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDULEDQUEUEDURATIONUNIT|AFVV|WRTZE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDULEDWAITDURATION|AFVV|LIEGZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SCHEDULEDWAITDURATIONUNIT|AFVV|LIGZE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SETUPOPACTYNTWKINSTANCE|AFVC|OAN_INST_ID_SETUP|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDMOVEDURATION|AFVV|ZTNOR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDMOVEDURATIONUNIT|AFVV|ZEITN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDQUEUEDURATION|AFVV|ZWNOR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDQUEUEDURATIONUNIT|AFVV|ZEIWN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDWORKFORMULAPARAMGROUP|AFVC|VGWTS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDWORKQTYDETNTYPE|AFVC|ZERMA|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDWORKQTYDETNYEAR|AFVC|ZGDAT|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDWORKQUANTITYCALCBASIS|AFVC|ZULNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STANDARDWORKQUANTITYREFERENCE|AFVC|ZCODE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STARTDATEOFFSETDURATION|AFVV|OFFSTB|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STARTDATEOFFSETDURATIONUNIT|AFVV|EHOFFB|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|STARTDATEOFFSETREFERENCECODE|AFVV|BZOFFB|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SUPERIOROPERATIONINTERNALID|AFVC|SUMNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SUPERIOROPERATION_2|AFVC|VORNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|SUPPLIER|AFVC|LIFNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|TAXJURISDICTION|AFVC|TXJCD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|TEARDOWNOPACTYNTWKINSTANCE|AFVC|OAN_INST_ID_TEARDOWN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|UNLOADINGPOINTNAME|AFVC|ABLAD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERINTERNALID|AFVC|ARBID|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTY1|AFVV|VGW01|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTY2|AFVV|VGW02|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTY3|AFVV|VGW03|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTY4|AFVV|VGW04|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTY5|AFVV|VGW05|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTY6|AFVV|VGW06|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTYUNIT1|AFVV|VGE01|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTYUNIT2|AFVV|VGE02|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTYUNIT3|AFVV|VGE03|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTYUNIT4|AFVV|VGE04|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTYUNIT5|AFVV|VGE05|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERSTANDARDWORKQTYUNIT6|AFVV|VGE06|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERTYPECODE|P_AFVG|ARBTY|X
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|WORKCENTERTYPECODE_2|P_AFVG|ARBTY2|X
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|ACTUALFORECASTDURATION|AFVV|PDAU|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|ACTUALFORECASTDURATIONUNIT|AFVV|PDAE|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|ACTUALFORECASTENDDATE|AFVV|PEDD|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|ACTUALFORECASTENDTIME|AFVV|PEDZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|ACTUALNUMBEROFSPLITS|AFVC|SPANZ|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFMATERIALCATEGORY|AFVC|ISTTY|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFMATERIALINTERNALID|AFVC|ISTNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFMATERIALINTERNALID_2|AFVC|ISTNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFMATERIALITEMNODENUMBER|AFVC|ISTKN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFOPERATIONSGROUP|AFVC|PLNNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFOPERATIONSSEQUENCE|AFVC|PLNFL|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFOPERATIONSTYPE|AFVC|PLNTY|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFOPERATIONSVARIANT|AFVC|PLNAL|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BILLOFOPERATIONSVERSION|AFVC|TL_VERSN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BOMITEMNODECOUNT|AFVC|ISTPO|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BOOOPERATIONINTERNALID|AFVC|PLNKN|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BREAKDURATIONUNIT|AFVV|ZEIER|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BUSINESSAREA|AFVC|GSBER|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BUSINESSPROCESS|AFVC|PRZ01|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BUSINESSPROCESSCONFIRMEDQTY|AFVV|IPRZ1|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BUSINESSPROCESSENTRYUNIT|AFVV|IPRE1|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BUSINESSPROCESSREMAININGQTY|AFVV|OPRZ1|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|BUSINESSPROCREMAININGQTYUNIT|AFVV|OPRE1|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|CAPACITYREQUIREMENT|AFVC|BEDID|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|CAPACITYREQUIREMENTITEM|AFVC|BEDZL|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|CHANGENUMBER|AFVC|AENNR|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|COMPANYCODE|AFVC|BUKRS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|CONFIRMEDBREAKDURATION|AFVV|ISERH|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|CONTROLLINGAREA|AUFK|KOKRS|
I_MANUFACTURINGORDEROPERATION|I_MANUFACTURINGORDEROPERATION|CONTROLLINGOBJECTCLASS|AFVC|SCOPE|
