02.09.2026                                                                                                                                                                Dynamic List Display                                                                                                                                                                                                                         1

Table: T059P

	MANDT	LAND1	WITHT	WT_TPNR	WT_ACCPT	WT_ACCALL	WT_ACCTMAX	WT_WTRD	WT_CEINV	WT_BASE	WT_DOPOST	WT_POSTM	WT_ALWT	WT_WTDSC	WT_SLFWT	WT_WTDP	WT_MANUAL	WT_MAINTB	WT_MAINTA	WT_REDBAS	WT_WTINV	REGIO	TDFORM	WT_BCPLVL	WT_CTNBRL	WT_MANBAS	KSCHL	J_1BSUMVAL	J_1BTEXKEY	WT_KURST	WT_INHERITBASE	WT_NOREDUCTION	J_1AFORMAT	KSCHL_TX	J_1BWHTBASE_NF	ALL_TAX_CODES	J_DAILY_ACC	TEXT40
	500	IN	D1	    019	0			00		2	X	1				    000		2	2						X	X				TTB								195-Inv-Non Residents(Corp)-Sec 44D
	500	IN	D2	    020	0			00		2	X	1				    000		2	2						X	X				TTB								195-Inv-Non Residents(Non-Corp)-Sec 44D
	500	IN	DA	    032	0			00	1	2	X	2		X		    000		2	2					0	X	X				TTB								195-Adv-Non Residents(Corp)-Sec 44D
	500	IN	DB	    033	0			00	1	2	X	2		X		    000		2	2					0	X	X				TTB								195-Adv-Non Residents(Non-Corp)-Sec 44D
	500	IN	EA	    053	0			00	1	2	X	2				    001		2	2					0	X	X					X							194A-Adv-Other Interest(Corp)-EDU CESS
	500	IN	EB	    073	0			00	1	2	X	2				    004		2	2					0	X	X				TTB	X							195-Adv-Non Res(N-Corp)-Sec 44 BB-E CESS
	500	IN	EC	    076	0			00	1	2	X	2				    028		2	2					0	X	X					X							194C-Adv-Sub-Contractors(Corp)-EDU CESS
	500	IN	EE	    072	0			00	1	2	X	2				    003		2	2					0	X	X					X							195-Adv-Non Res(Corp)-Sec 44BB-EDU CESS
	500	IN	FC	    077	0			00	1	2	X	2				    029		2	2					0	X	X					X							194C-Adv-Contractors(Non-Corp)-EDU CESS
	500	IN	GC	    078	0			00	1	2	X	2				    030		2	2					0	X	X					X							194C-Adv-Sub-Cont(Non-Corp)-EDU CESS
	500	IN	H1	    021	0			00		2	X	1				    000		2	2						X	X												194H-Inv-Commn / Brokerage (Corp)
	500	IN	H2	    022	0			00		2	X	1				    000		2	2						X	X												194H-Inv-Commn / Brokerage (Non-Corp)
	500	IN	HA	    034	0			00	1	2	X	2		X		    000		2	2					0	X	X												194H-Adv-Commn / Brokerage (Corp)
	500	IN	HB	    035	0			00	1	2	X	2		X		    000		2	2					0	X	X												194H-Adv-Commn / Brokerage (Non-Corp)
	500	IN	HC	    079	0			00	1	2	X	2				    031		2	2					0	X	X					X							194C-Adv-Advtg Contract(N-Corp)-EDU CESS
	500	IN	I1	    023	0			00		2	X	1				    000		2	2						X	X												194I-Inv-Rent(Corp)
	500	IN	I2	    024	0			00		4	X	1				    000		2	2						X	X												194I-Inv-Rent(Non-Corp)
	500	IN	IA	    036	0			00	1	2	X	2		X		    000		2	2					0	X	X												194I-Adv-Rent(Corp)
	500	IN	IB	    037	0			00	1	2	X	2		X		    000		2	2					0	X	X												194I-Adv-Rent(Non-Corp)
	500	IN	IG	    129	0			00		1	X	1		X		    000		2	2					0	X	X												IN:TDS ON IGST (INV)
	500	IN	J1	    025	0			00		2	X	1				    000		2	2						X	X												194J-Inv-Professionals(Corp)
	500	IN	J2	    026	0			00		2	X	1				    000		2	2						X	X												194J-Inv-Professionals(Non-Corp)
	500	IN	JA	    038	0			00	1	2	X	2		X		    000		2	2					0	X	X												194J-Adv-Professionals(Corp)
	500	IN	JB	    039	0			00	1	2	X	2		X		    000		2	2					0	X	X												194J-Adv-Professionals(Non-Corp)
	500	IN	LD	    134	0			00		1	X	1				    000		2	2						X	X				TTB								IN:Liquidated Damages
	500	IN	SG	    028	0			00		1	X	1		X		    000		2	2					0	X	X												IN:TDS ON  SGST/UGST (INV)
	500	IN	SN	    159	0			01		2	X	1				    000		2	2						X	X				TTB								Seigniorage Charges
	500	IN	ST	    051	0			00		2	X	1				    000		2	2						X	X				M								Service Tax
	500	IN	TG	    127	0			00		2	X	1				    000	X	2	2						X	X				M								TESTING FOR NEW TAX CODE CREATION
	500	IN	TS	    088	0			00		2	X	1				    051		2	2						X	X					X							Edu cess on service tax
	500	IN	W0	    027	0			00		2	X	1				    000		2	2			AS			X	X												WCT - FOR ASSAM
	500	IN	W1	    008	0			00		2	X	1				    000		2	2			GJ			X	X												WCT-GUJARAT
	500	IN	W2	    041	0			00		2	X	1				    000		2	2			AP			X	X												WCT - Andhra Pradesh
	500	IN	W3	    042	0			00		2	X	1		X		    000		2	2			22		0	X	X												WCT FOR TAMILNADU
	500	IN	W4	    043	0			00		2	X	1				    000		2	2			WB			X	X												WCT - West Bengal
	500	IN	W5	    044	0			00		2	X	1				    000		2	2			MAH			X	X												WCT - Maharashtra
	500	IN	W6	    045	0			00		2	X	1				    000		2	2			UTN			X	X												WCT -Uttaranchal
	500	IN	W7	    046	0			00		2	X	1				    000		2	2			TP			X	X												WCT - Tripura
	500	IN	W8	    047	0			00		2	X	1				    000		2	2			DEL			X	X												WCT - Delhi
	500	IN	W9	    048	0			00		2	X	1				    000		2	2			RJ			X	X												TDS SALES TAFX  FOR - RAJASTHAN
	500	IN	WA	    049	0			00		2	X	1				    000		2	2						X	X												AGST  - FOR  ASSAM
	500	IN	WB	    000	0			00	1	2	X	2		X		    000		2	2			06		0	X	X												 ADV WORK CONT. TAX-BARODA
	500	IN	WC	    040	0			00		2	X	1				    000		2	2						X	X												WCT for Govt of Puducherry
	500	IN	WE	    000	0			00		2	X	1				    000		2	2			AS			X	X												WCT - FOR ASSAM
	500	IN	WF	    116	0			00		2	X	1				    000		2	2			AS			X	X												WCT - FOR MIZORAM
	500	IN	WG	    101	0			00		2	X	1				    000		2	2			UP			X	X												WCT  - FOR  GOA
	500	IN	WH	    011	0			00		2	X	1				    000		2	2			HP			X	X												AGST  - FOR  Himachal pradesh
	500	IN	WJ	    113	0			00	1	2	X	2		X		    000		2	2			22		0	X	X												 ADV WORK CONT. TAMIL NADU
	500	IN	WK	    000	0			00		2	X	1				    000		2	2			12			X	X												WCT - JHARKHAND
	500	IN	WL	    117	0			00		2	X	1				    000		2	2			18			X	X												WCT  - FOR  ORRISA
	500	IN	WM	    000	0			00		2	X	1				    000		2	2			12			X	X												WCT - Madhya Pradesh
	500	IN	WP	    089	0			00		2	X	1				    000		2	2			PB			X	X												AGST  - FOR  Punjab
	500	IN	WR	    000	0			00		2	X	1				    000		2	2			20			X	X												WCT  - FOR   RAJASTHAN
	500	IN	WS	    000	0			00	1	2	X	2		X		    000		2	2			03		0	X	X												 ADV WORK CONT.  TAX- ASSAM
	500	IN	WT	    000	0			00	1	2	X	2		X		    000		2	2			23		0	X	X												 ADV WORK CONT. TAX-TRIPURA
	500	IN	WU	    000	0			00		2	X	1				    000		2	2			UP			X	X												WCT  - FOR  Uttar pradesh
	500	IN	ZC	    132	0			00	1	2	X	2		X		    000		2	2			06		0	X	X												TDS ON CGST (ADV)
	500	IN	ZI	    128	0			00	1	2	X	2		X		    000		2	2			06		0	X	X												TDS ON IGST (ADV)
	500	IN	ZS	    133	0			00	1	2	X	2		X		    000		2	2			06		0	X	X												TDS ON SGST/UGST (ADV)
	500	IT	I1	    000	0			00	0	1	X	2				    000	X	2	2					0	X	X												Contrib. INPS 10% a carico Profess.
	500	IT	I2	    000	0			00	0	1	X	2				    000	X	2	2					0	X	X												Contrib. INPS 10% a carico Societa´
	500	IT	I3	    000	0			00	0	1	X	2				    000	X	2	2		X			0	X	X												Ritenuta d'acconto professionisti
	500	IT	I4	    000	0			00	0	1	X	2				    000	X	2	2					0	X	X												Ritenuta d'acconto percip. vita
	500	IT	I5	    000	0			00	0	1	X	2				    000	X	2	2					0	X	X												Ritenuta previdenziale INPS
	500	IT	RA	    000	0			00	0	1	X	2				    000	X	2	2					0	X	X
	500	JP	01	    001	0			02		1	X	1				    000		1	1						X													Fee 10 % - 20 %
	500	JP	02	    002	0			02		1	X	1				    000		1	1						X	X												Payment for temp.assistant 10%
	500	JP	P1	    001	0			02	0	1	X	2				    000		1	1					0	X					G								Payment for non-resident 10 %
	500	KR	K1	    000	0			02	0	1	X	2				    000	X	2	2					0	X	X												General income tax Korea
	500	KR	K2	    000	0			02	0	1	X	2				    000	X	2	2					0	X	X												Local tax
	500	MX	01	    000	0			00	0	1	X	2				    000	X	2	2		X		F_RFKQST20_MX	0	X	X												Example ISR/income w/hold.tax for Mexico
	500	MX	02	    000	0			00	0	3	X	2				    000	X	2	2		X			0	X	X												Sample withholding VAT for Mexico
	500	PE	Q1	    000	0			00	0	1	X	2				    000	X	2	2					0	X	X												Fourth category income tax
	500	PE	Q2	    000	0			00	0	1	X	2				    000	X	2	2					0	X	X												Solidarity tax (Fonavi)
	500	PH	CI	    001	0			00		1	X	1				    000	X	2	2						X	X												Exp. Withholding Tax (upon customer inv)
	500	PH	CP	    002	0			00	0	1	X	2		X	X	    000	X	2	2					0	X	X												Exp. Withholding Tax (customer payment)
	500	PH	EI	    003	0			00		1	X	1				    000	X	2	2						X	X												Expanded Withholding Tax (invoice)
	500	PH	EP	    000	0			00	0	1	X	2		X	X	    000	X	2	2					0	X	X												Expanded Withholding Tax (payment)
	500	PH	EV	    005	0			00	0	1	X	2		X	X	    000	X	2	2					0	X	X												Expanded VAT on sale to gov't entity
	500	PH	EX	    006	0			00	0	1	X	2		X	X	    000	X	2	2					0	X	X												Payees exempt from Withholding Tax
	500	PH	FI	    004	0			00		1	X	1				    000	X	2	2						X	X												Final Tax (Invoice)
	500	PH	FP	    000	0			00	0	1	X	2		X	X	    000	X	2	2					0	X	X												Final Tax (payment)
	500	TH	01	    001	0			00		1	X	1				    000	X	2	2							X												at Inv.& No certificate numbering
	500	TH	02	    002	0			00		1	X	1				    000	X	2	2							X												at Inv.& No cert.no.(onecycle grossup)
	500	TH	11	    000	0			00	0	1	X	2				    000	X	2	2		X			2	X	X												at Paymnt.&No cert.numbering
	500	TH	12	    000	0			00	0	1	X	2				    000	X	2	2		X			2	X	X												at Paymnt.&No cert.no.(onecycle grossup)
	500	TH	R1	    000	0			00	1	1	X	2				    000	X	2	2		X			1	X	X												A/R at Paymnt.&No cert.numbering
	500	TR	1	    001	0			00		1	X	1				    000		2	2						X	X												WT1
	500	TR	2	    002	0			00		1	X	1				    000		2	2						X	X												WT2
	500	VE	01	    000	0			00	0	1	X	2				    000	X	2	2		X			1	X	X												Service
	500	VE	02	    000	0			00	0	1	X	2				    000	X	2	2		X			1	X	X												Leasing
	500	VE	03	    000	0			00	0	1	X	2				    000	X	2	2		X			1	X	X												Transport
	500	VE	T1	    000	0			00	0	1	X	2				    000	X	2	2		X			0	X	X												Tarif number 2 ( < 14.800.000 VEB)
	500	VE	T2	    000	0			00	0	1	X	2				    000	X	2	2		X			0	X	X												Tarif number 2 ( < 22.200.000 VEB)
	500	VE	T3	    000	0			00	0	1	X	2				    000	X	2	2		X			0	X	X												Tarif number 2 ( >  22.200.000 VEB)
	500	VE	TM	    000	0			00	0	1	X	2				    000	X	2	2		X			0	X	X												Tarifa 2 acumulada (base/amount manual)
